#name	status	length	unknown percent	pvalue brute	pvalue corrected	number of convergent sites	convergent sites
ASB15	 	427	0.00e+00	4.1803e-02	7.4563e-01	1	374
DARS	 	429	0.00e+00	4.1995e-02	7.4694e-01	1	359
CPT2	 	429	0.00e+00	4.1995e-02	7.4485e-01	1	255
KCNA4	 	429	0.00e+00	4.1995e-02	7.4277e-01	1	421
RPGRIP1	 	431	0.00e+00	4.2186e-02	7.4408e-01	1	207
LGR5	 	434	0.00e+00	4.2474e-02	7.4707e-01	1	119
MCF2	 	435	0.00e+00	4.2570e-02	7.4668e-01	1	288
FAP	 	436	0.00e+00	4.2665e-02	7.4629e-01	1	131
KIF18A	 	438	0.00e+00	4.2857e-02	7.4757e-01	1	144
ANKFY1	 	441	0.00e+00	4.3144e-02	7.5051e-01	1	273
ITGA2	 	443	0.00e+00	4.3335e-02	7.5178e-01	1	358
TEK	 	447	0.00e+00	4.3718e-02	7.5634e-01	1	393
CLINT1	 	456	0.00e+00	4.4578e-02	7.6912e-01	1	444
NTRK2	 	458	0.00e+00	4.4769e-02	7.7032e-01	1	12
DIXDC1	 	460	0.00e+00	4.4960e-02	7.7151e-01	1	397
PDCD11	 	462	0.00e+00	4.5151e-02	7.7270e-01	1	394
HERC1	 	3360	0.00e+00	4.5256e-02	7.7239e-01	2	1443, 2727
ATL1	 	464	0.00e+00	4.5342e-02	7.7179e-01	1	62
ACSL4	 	471	0.00e+00	4.6010e-02	7.8106e-01	1	59
AASS	 	472	0.00e+00	4.6106e-02	7.8059e-01	1	317
NUDCD1	 	473	0.00e+00	4.6201e-02	7.8012e-01	1	78
ZC3H14	 	475	0.00e+00	4.6392e-02	7.8126e-01	1	451
CFAP58	 	475	0.00e+00	4.6392e-02	7.7919e-01	1	245
KIF3A	 	476	0.00e+00	4.6487e-02	7.7872e-01	1	228
SEMA3C	 	476	0.00e+00	4.6487e-02	7.7667e-01	1	382
TBX18	 	478	0.00e+00	4.6678e-02	7.7780e-01	1	322
ATP5A1	 	478	0.00e+00	4.6678e-02	7.7576e-01	1	25
PIK3R1	 	482	0.00e+00	4.7059e-02	7.8005e-01	1	39
HBS1L	 	485	0.00e+00	4.7345e-02	7.8274e-01	1	107
MTMR12	 	485	0.00e+00	4.7345e-02	7.8070e-01	1	44
AGO4	 	492	0.00e+00	4.8012e-02	7.8964e-01	1	412
FAM65B	 	494	0.00e+00	4.8202e-02	7.9071e-01	1	297
PKD2	 	496	0.00e+00	4.8392e-02	7.9178e-01	1	490
ACLY	 	497	0.00e+00	4.8488e-02	7.9130e-01	1	395
ADNP2	 	500	0.00e+00	4.8773e-02	7.9391e-01	1	241
OSBPL3	 	502	0.00e+00	4.8963e-02	7.9496e-01	1	291
ABL2	 	504	0.00e+00	4.9153e-02	7.9601e-01	1	493
SLC9A6	 	504	0.00e+00	4.9153e-02	7.9398e-01	1	401
CNGA2	 	507	0.00e+00	4.9439e-02	7.9655e-01	1	44
IARS2	 	508	0.00e+00	4.9534e-02	7.9606e-01	1	74
SEMA5A	 	509	0.00e+00	4.9629e-02	7.9557e-01	1	323
PRDM10	 	517	0.00e+00	5.0389e-02	8.0571e-01	1	8
VEPH1	 	517	0.00e+00	5.0389e-02	8.0368e-01	1	305
EDC4	 	518	0.00e+00	5.0484e-02	8.0317e-01	1	195
PHEX	 	519	0.00e+00	5.0579e-02	8.0267e-01	1	21
ABCC8	 	522	0.00e+00	5.0863e-02	8.0517e-01	1	470
RAD54B	 	523	0.00e+00	5.0958e-02	8.0466e-01	1	272
DTNA	 	525	0.00e+00	5.1148e-02	8.0565e-01	1	477
GOLGA5	 	526	0.00e+00	5.1243e-02	8.0514e-01	1	430
ASH2L	 	526	0.00e+00	5.1243e-02	8.0315e-01	1	2
MTMR3	 	530	0.00e+00	5.1623e-02	8.0710e-01	1	480
RAD50	 	530	0.00e+00	5.1623e-02	8.0511e-01	1	362
NUP133	 	537	0.00e+00	5.2286e-02	8.1345e-01	1	363
CDC23	 	539	0.00e+00	5.2476e-02	8.1440e-01	1	1
GNE	 	542	0.00e+00	5.2760e-02	8.1681e-01	1	372
TLL2	 	543	0.00e+00	5.2855e-02	8.1628e-01	1	252
OSBPL9	 	545	0.00e+00	5.3044e-02	8.1721e-01	1	466
XRN2	 	550	0.00e+00	5.3517e-02	8.2251e-01	1	404
CRIM1	 	554	0.00e+00	5.3896e-02	8.2632e-01	1	498
CLCN5	 	557	0.00e+00	5.4180e-02	8.2866e-01	1	100
PAN3	*	559	0.00e+00	5.4369e-02	8.2955e-01	1	367
EXOC5	 	559	0.00e+00	5.4369e-02	8.2756e-01	1	349
HSPH1	 	561	0.00e+00	5.4558e-02	8.2845e-01	1	391
MTHFD1L	 	565	0.00e+00	5.4936e-02	8.3219e-01	1	535
NNT	 	566	0.00e+00	5.5031e-02	8.3163e-01	1	17
SCAF4	 	570	0.00e+00	5.5409e-02	8.3535e-01	1	304
OTUD4	 	570	0.00e+00	5.5409e-02	8.3337e-01	1	337
SCAF8	 	575	0.00e+00	5.5881e-02	8.3848e-01	1	174
ABCB11	 	576	0.00e+00	5.5975e-02	8.3791e-01	1	5
CILP	 	580	0.00e+00	5.6353e-02	8.4157e-01	1	277
LRRC16A	 	585	0.00e+00	5.6825e-02	8.4662e-01	1	235
FHOD1	 	586	0.00e+00	5.6919e-02	8.4603e-01	1	306
SIPA1L2	 	587	0.00e+00	5.7013e-02	8.4545e-01	1	499
USP6NL	 	592	0.00e+00	5.7485e-02	8.5045e-01	1	533
PHTF2	 	592	0.00e+00	5.7485e-02	8.4847e-01	1	212
LRRC9	 	594	0.00e+00	5.7673e-02	8.4927e-01	1	47
GTF3C3	 	599	0.00e+00	5.8144e-02	8.5422e-01	1	41
PTPRG	 	601	0.00e+00	5.8332e-02	8.5500e-01	1	413
ACO1	 	602	0.00e+00	5.8427e-02	8.5441e-01	1	436
INVS	 	605	0.00e+00	5.8709e-02	8.5656e-01	1	34
VPS8	 	607	0.00e+00	5.8897e-02	8.5733e-01	1	459
ATP11C	 	607	0.00e+00	5.8897e-02	8.5536e-01	1	581
THADA	 	611	0.00e+00	5.9274e-02	8.5886e-01	1	525
ZNF451	 	612	0.00e+00	5.9368e-02	8.5826e-01	1	313
CNTN1	 	614	0.00e+00	5.9556e-02	8.5902e-01	1	358
TNR	 	616	0.00e+00	5.9744e-02	8.5977e-01	1	347
RUBCN	 	619	0.00e+00	6.0026e-02	8.6187e-01	1	179
OTOG	 	632	0.00e+00	6.1247e-02	8.7742e-01	1	563
CEP120	 	644	0.00e+00	6.2373e-02	8.9153e-01	1	102
SLC4A7	 	647	0.00e+00	6.2654e-02	8.9353e-01	1	416
DHX36	 	648	0.00e+00	6.2748e-02	8.9286e-01	1	2
SMG6	 	648	0.00e+00	6.2748e-02	8.9085e-01	1	6
MTR	 	650	0.00e+00	6.2936e-02	8.9152e-01	1	75
TEX2	 	657	0.00e+00	6.3591e-02	8.9880e-01	1	48
SETDB1	 	661	0.00e+00	6.3966e-02	9.0208e-01	1	563
ERBB3	 	661	0.00e+00	6.3966e-02	9.0007e-01	1	597
FIG4	 	665	0.00e+00	6.4340e-02	9.0333e-01	1	580
HSP90B1	 	668	0.00e+00	6.4621e-02	9.0526e-01	1	610
PIK3C2A	 	670	0.00e+00	6.4808e-02	9.0588e-01	1	308
CNKSR2	 	670	0.00e+00	6.4808e-02	9.0389e-01	1	335
TRPC4	 	673	0.00e+00	6.5088e-02	9.0580e-01	1	655
SSFA2	 	675	0.00e+00	6.5275e-02	9.0641e-01	1	200
UNC13B	 	681	0.00e+00	6.5836e-02	9.1220e-01	1	639
HK2	 	681	0.00e+00	6.5836e-02	9.1021e-01	1	266
ARHGAP35	 	682	0.00e+00	6.5930e-02	9.0951e-01	1	458
MMS22L	 	683	0.00e+00	6.6023e-02	9.0882e-01	1	665
ATXN2	 	685	0.00e+00	6.6210e-02	9.0941e-01	1	593
EFTUD2	 	688	0.00e+00	6.6490e-02	9.1129e-01	1	351
IPO5	 	691	0.00e+00	6.6770e-02	9.1315e-01	1	499
MED12L	 	692	0.00e+00	6.6863e-02	9.1245e-01	1	74
SMC1B	 	696	0.00e+00	6.7236e-02	9.1557e-01	1	267
SRRM1	 	701	0.00e+00	6.7703e-02	9.1994e-01	1	592
DSE	 	704	0.00e+00	6.7982e-02	9.2176e-01	1	545
AP3B1	 	715	0.00e+00	6.9007e-02	9.3366e-01	1	519
PHKA1	 	720	0.00e+00	6.9472e-02	9.3795e-01	1	692
STXBP5L	 	722	0.00e+00	6.9659e-02	9.3846e-01	1	206
LRRC7	 	723	0.00e+00	6.9752e-02	9.3772e-01	1	327
KANSL1	 	727	0.00e+00	7.0124e-02	9.4073e-01	1	641
DIS3	 	730	0.00e+00	7.0403e-02	9.4247e-01	1	360
AOX1	 	741	0.00e+00	7.1425e-02	9.5414e-01	1	82
NEO1	 	745	0.00e+00	7.1796e-02	9.5708e-01	1	713
ITGA8	 	749	0.00e+00	7.2167e-02	9.6001e-01	1	734
KIF5B	 	755	0.00e+00	7.2724e-02	9.6538e-01	1	567
TNKS	 	762	0.00e+00	7.3373e-02	9.7196e-01	1	751
ROBO2	 	766	0.00e+00	7.3743e-02	9.7483e-01	1	744
DNAH10	 	771	0.00e+00	7.4206e-02	9.7890e-01	1	623
WDR11	*	773	0.00e+00	7.4391e-02	9.7931e-01	1	42
XPO6	 	776	0.00e+00	7.4669e-02	9.8092e-01	1	448
ATP2B1	 	785	0.00e+00	7.5502e-02	9.8981e-01	1	9
PHKB	 	787	0.00e+00	7.5686e-02	9.9018e-01	1	305
EIF3A	 	789	0.00e+00	7.5871e-02	9.9055e-01	1	460
MEGF10	 	791	0.00e+00	7.6056e-02	9.9092e-01	1	273
JAK2	 	793	0.00e+00	7.6241e-02	9.9129e-01	1	84
NKTR	 	799	0.00e+00	7.6795e-02	9.9645e-01	1	687
OSBPL6	 	812	0.00e+00	7.7994e-02	1.0099e+00	1	529
ZFYVE16	*	822	0.00e+00	7.8916e-02	1.0198e+00	1	196
ZNF608	 	822	0.00e+00	7.8916e-02	1.0177e+00	1	317
POLE	 	822	0.00e+00	7.8916e-02	1.0156e+00	1	483
EPHA5	 	826	0.00e+00	7.9284e-02	1.0183e+00	1	298
FNDC3A	 	830	0.00e+00	7.9653e-02	1.0210e+00	1	163
WDR19	 	847	0.00e+00	8.1216e-02	1.0389e+00	1	144
CEP170	 	850	0.00e+00	8.1492e-02	1.0403e+00	1	163
USP54	 	852	0.00e+00	8.1675e-02	1.0406e+00	1	669
ADAMTS6	 	859	0.00e+00	8.2318e-02	1.0467e+00	1	694
HEATR5A	 	859	0.00e+00	8.2318e-02	1.0446e+00	1	490
ATP7A	 	860	0.00e+00	8.2410e-02	1.0436e+00	1	165
LAMC1	 	870	0.00e+00	8.3327e-02	1.0531e+00	1	544
KDM6A	 	874	0.00e+00	8.3694e-02	1.0557e+00	1	699
DNAH3	*	881	0.00e+00	8.4335e-02	1.0616e+00	1	526
LCT	 	883	0.00e+00	8.4518e-02	1.0618e+00	1	569
ADGRL3	 	900	0.00e+00	8.6073e-02	1.0792e+00	1	262
WNK1	 	905	0.00e+00	8.6530e-02	1.0828e+00	1	461
COL4A5	 	914	0.00e+00	8.7352e-02	1.0909e+00	1	557
PHLPP2	 	927	0.00e+00	8.8537e-02	1.1036e+00	1	655
ZMYM2	 	928	0.00e+00	8.8628e-02	1.1025e+00	1	592
SF3B3	 	940	0.00e+00	8.9722e-02	1.1140e+00	1	653
RSF1	 	941	0.00e+00	8.9813e-02	1.1129e+00	1	170
ZNF644	*	955	0.00e+00	9.1086e-02	1.1265e+00	1	485
NFAT5	 	974	0.00e+00	9.2811e-02	1.1456e+00	1	495
SON	 	982	0.00e+00	9.3537e-02	1.1523e+00	1	174
SLIT2	 	1011	0.00e+00	9.6162e-02	1.1823e+00	1	634
TMEM2	 	1018	0.00e+00	9.6794e-02	1.1878e+00	1	231
NUP160	 	1019	0.00e+00	9.6885e-02	1.1866e+00	1	374
CEP350	 	1020	0.00e+00	9.6975e-02	1.1854e+00	1	179
TANC2	 	1030	0.00e+00	9.7878e-02	1.1941e+00	1	463
NSD1	 	1032	0.00e+00	9.8058e-02	1.1940e+00	1	468
HELZ	 	1035	0.00e+00	9.8329e-02	1.1950e+00	1	990
DOCK10	 	1037	0.00e+00	9.8509e-02	1.1949e+00	1	734
ROBO1	 	1044	0.00e+00	9.9140e-02	1.2003e+00	1	651
HERC2	 	1044	0.00e+00	9.9140e-02	1.1980e+00	1	980
FLNB	 	1045	0.00e+00	9.9230e-02	1.1968e+00	1	964
AFF4	 	1046	0.00e+00	9.9320e-02	1.1956e+00	1	136
ABCA1	 	1056	0.00e+00	1.0022e-01	1.2042e+00	1	920
SPTA1	 	1078	0.00e+00	1.0220e-01	1.2256e+00	1	1011
MAP1B	 	1088	0.00e+00	1.0310e-01	1.2340e+00	1	799
TOP2A	 	1097	0.00e+00	1.0390e-01	1.2413e+00	1	995
THSD7A	 	1130	0.00e+00	1.0685e-01	1.2742e+00	1	1040
ROCK2	 	1158	0.00e+00	1.0935e-01	1.3015e+00	1	522
PLCE1	 	1161	0.00e+00	1.0962e-01	1.3023e+00	1	768
PDS5B	 	1186	0.00e+00	1.1184e-01	1.3262e+00	1	1097
ARFGEF2	 	1209	0.00e+00	1.1388e-01	1.3479e+00	1	798
FAM179B	 	1230	0.00e+00	1.1574e-01	1.3673e+00	1	140
SPTBN1	 	1247	0.00e+00	1.1724e-01	1.3825e+00	1	1244
NCOA6	 	1284	0.00e+00	1.2050e-01	1.4183e+00	1	763
SCN3A	 	1313	0.00e+00	1.2305e-01	1.4456e+00	1	1267
INO80	 	1315	0.00e+00	1.2323e-01	1.4449e+00	1	460
TRIP12	 	1331	0.00e+00	1.2463e-01	1.4587e+00	1	131
UTP20	 	1389	0.00e+00	1.2969e-01	1.5151e+00	1	1041
JMJD1C	 	1394	0.00e+00	1.3013e-01	1.5174e+00	1	390
DICER1	 	1401	0.00e+00	1.3073e-01	1.5217e+00	1	864
BAZ2B	 	1450	0.00e+00	1.3498e-01	1.5683e+00	1	211
DMXL2	 	1458	0.00e+00	1.3568e-01	1.5734e+00	1	1222
ASH1L	 	1469	0.00e+00	1.3663e-01	1.5816e+00	1	650
ACACA	 	1502	0.00e+00	1.3947e-01	1.6115e+00	1	690
NAV3	 	1505	0.00e+00	1.3973e-01	1.6116e+00	1	363
DMXL1	 	1744	0.00e+00	1.6005e-01	1.8426e+00	1	900
ANKRD17	 	1744	0.00e+00	1.6005e-01	1.8392e+00	1	1411
COL12A1	 	1942	0.00e+00	1.7651e-01	2.0248e+00	1	617
LAMA2	 	2051	0.00e+00	1.8544e-01	2.1234e+00	1	428
NIPBL	 	2260	0.00e+00	2.0229e-01	2.3121e+00	1	415
FAT1	 	2561	0.00e+00	2.2595e-01	2.5778e+00	1	747
FAT4	 	2690	0.00e+00	2.3587e-01	2.6862e+00	1	1709
RYR2	 	2737	0.00e+00	2.3945e-01	2.7221e+00	1	1179
VPS13D	 	3120	0.00e+00	2.6803e-01	3.0415e+00	1	643
BIRC6	 	3968	0.00e+00	3.2754e-01	3.7102e+00	1	2903
GRIA4	 	565	0.00e+00	1.0000e+00	1.1307e+01	0
ATP8A1	 	676	0.00e+00	1.0000e+00	1.1287e+01	0
MYH15	 	261	0.00e+00	1.0000e+00	1.1267e+01	0
ACOX1	 	174	0.00e+00	1.0000e+00	1.1247e+01	0
SMARCA2	 	873	0.00e+00	1.0000e+00	1.1227e+01	0
DENND4A	 	1036	0.00e+00	1.0000e+00	1.1207e+01	0
TRIM9	 	371	0.00e+00	1.0000e+00	1.1187e+01	0
SIPA1L1	 	1300	0.00e+00	1.0000e+00	1.1168e+01	0
FBN1	 	1581	0.00e+00	1.0000e+00	1.1148e+01	0
CABP2	 	82	0.00e+00	1.0000e+00	1.1128e+01	0
HECTD1	 	1751	0.00e+00	1.0000e+00	1.1109e+01	0
TBP	 	89	0.00e+00	1.0000e+00	1.1089e+01	0
KIAA1324	 	657	0.00e+00	1.0000e+00	1.1070e+01	0
RBM6	 	677	0.00e+00	1.0000e+00	1.1051e+01	0
RPGRIP1L	 	704	0.00e+00	1.0000e+00	1.1031e+01	0
ASAP1	 	734	0.00e+00	1.0000e+00	1.1012e+01	0
NUP214	 	735	0.00e+00	1.0000e+00	1.0993e+01	0
THSD7B	 	756	0.00e+00	1.0000e+00	1.0974e+01	0
ADAMTS9	 	768	0.00e+00	1.0000e+00	1.0955e+01	0
KIAA0196	 	833	0.00e+00	1.0000e+00	1.0936e+01	0
RAB18	 	139	0.00e+00	1.0000e+00	1.0917e+01	0
DXO	 	139	0.00e+00	1.0000e+00	1.0898e+01	0
UBE4A	 	875	0.00e+00	1.0000e+00	1.0880e+01	0
PITPNA	 	147	0.00e+00	1.0000e+00	1.0861e+01	0
ADGRB3	 	925	0.00e+00	1.0000e+00	1.0842e+01	0
MPDZ	 	971	0.00e+00	1.0000e+00	1.0824e+01	0
PPM1K	 	186	0.00e+00	1.0000e+00	1.0805e+01	0
SLC30A7	 	194	0.00e+00	1.0000e+00	1.0787e+01	0
DNTT	 	195	0.00e+00	1.0000e+00	1.0769e+01	0
COL11A1	 	1092	0.00e+00	1.0000e+00	1.0750e+01	0
MTMR10	 	213	0.00e+00	1.0000e+00	1.0732e+01	0
RIC1	 	1149	0.00e+00	1.0000e+00	1.0714e+01	0
PDE1C	 	230	0.00e+00	1.0000e+00	1.0696e+01	0
SLC35A5	 	234	0.00e+00	1.0000e+00	1.0678e+01	0
CDC42BPA	 	1211	0.00e+00	1.0000e+00	1.0660e+01	0
BUB3	 	241	0.00e+00	1.0000e+00	1.0642e+01	0
LYST	 	1251	0.00e+00	1.0000e+00	1.0624e+01	0
GXYLT2	 	250	0.00e+00	1.0000e+00	1.0606e+01	0
NOX4	 	254	0.00e+00	1.0000e+00	1.0589e+01	0
USP46	 	254	0.00e+00	1.0000e+00	1.0571e+01	0
B4GALT6	 	256	0.00e+00	1.0000e+00	1.0553e+01	0
CALCRL	 	263	0.00e+00	1.0000e+00	1.0536e+01	0
PDHA1	 	265	0.00e+00	1.0000e+00	1.0518e+01	0
DHX32	 	269	0.00e+00	1.0000e+00	1.0501e+01	0
PSME4	 	1337	0.00e+00	1.0000e+00	1.0483e+01	0
GLRA2	 	272	0.00e+00	1.0000e+00	1.0466e+01	0
RACGAP1	 	279	0.00e+00	1.0000e+00	1.0449e+01	0
CCT7	 	287	0.00e+00	1.0000e+00	1.0432e+01	0
WBSCR17	 	309	0.00e+00	1.0000e+00	1.0414e+01	0
UAP1	 	311	0.00e+00	1.0000e+00	1.0397e+01	0
NXPE3	 	320	0.00e+00	1.0000e+00	1.0380e+01	0
UNK	 	321	0.00e+00	1.0000e+00	1.0363e+01	0
RPE65	 	323	0.00e+00	1.0000e+00	1.0346e+01	0
PGD	 	324	0.00e+00	1.0000e+00	1.0330e+01	0
DYNC1LI2	 	328	0.00e+00	1.0000e+00	1.0313e+01	0
KCNK2	 	332	0.00e+00	1.0000e+00	1.0296e+01	0
PPP1R8	 	337	0.00e+00	1.0000e+00	1.0279e+01	0
AHI1	 	337	0.00e+00	1.0000e+00	1.0263e+01	0
CWF19L2	 	339	0.00e+00	1.0000e+00	1.0246e+01	0
PRKCH	 	341	0.00e+00	1.0000e+00	1.0229e+01	0
DBR1	 	341	0.00e+00	1.0000e+00	1.0213e+01	0
BTK	 	349	0.00e+00	1.0000e+00	1.0196e+01	0
NHLRC2	 	358	0.00e+00	1.0000e+00	1.0180e+01	0
RNF103	 	366	0.00e+00	1.0000e+00	1.0164e+01	0
SORL1	 	380	0.00e+00	1.0000e+00	1.0147e+01	0
PAK2	 	385	0.00e+00	1.0000e+00	1.0131e+01	0
TLK1	 	399	0.00e+00	1.0000e+00	1.0115e+01	0
AP1G1	 	400	0.00e+00	1.0000e+00	1.0099e+01	0
RSBN1L	 	412	0.00e+00	1.0000e+00	1.0083e+01	0
MFSD6	 	413	0.00e+00	1.0000e+00	1.0067e+01	0
RPN2	 	420	0.00e+00	1.0000e+00	1.0051e+01	0
GAREM1	 	422	0.00e+00	1.0000e+00	1.0035e+01	0
CP	 	425	0.00e+00	1.0000e+00	1.0019e+01	0
AGPS	 	426	0.00e+00	1.0000e+00	1.0003e+01	0
ANAPC4	 	434	0.00e+00	1.0000e+00	9.9874e+00	0
DSC2	 	441	0.00e+00	1.0000e+00	9.9717e+00	0
ATL2	 	451	0.00e+00	1.0000e+00	9.9560e+00	0
DDX1	 	456	0.00e+00	1.0000e+00	9.9403e+00	0
TMC1	 	469	0.00e+00	1.0000e+00	9.9248e+00	0
XPR1	 	471	0.00e+00	1.0000e+00	9.9092e+00	0
NDC80	 	472	0.00e+00	1.0000e+00	9.8938e+00	0
MTTP	 	480	0.00e+00	1.0000e+00	9.8783e+00	0
DIEXF	 	480	0.00e+00	1.0000e+00	9.8629e+00	0
MME	 	552	0.00e+00	1.0000e+00	9.8476e+00	0
SENP6	 	555	0.00e+00	1.0000e+00	9.8323e+00	0
VLDLR	 	561	0.00e+00	1.0000e+00	9.8171e+00	0
PLK4	 	565	0.00e+00	1.0000e+00	9.8019e+00	0
ZCCHC6	 	578	0.00e+00	1.0000e+00	9.7867e+00	0
STAG3	 	579	0.00e+00	1.0000e+00	9.7716e+00	0
TRIM36	 	579	0.00e+00	1.0000e+00	9.7565e+00	0
CNOT4	 	582	0.00e+00	1.0000e+00	9.7415e+00	0
DOCK8	 	585	0.00e+00	1.0000e+00	9.7266e+00	0
HECW2	 	594	0.00e+00	1.0000e+00	9.7117e+00	0
UNC5C	 	608	0.00e+00	1.0000e+00	9.6968e+00	0
SLAMF9	 	18	0.00e+00	1.0000e+00	9.6820e+00	0
AIM1	 	621	0.00e+00	1.0000e+00	9.6672e+00	0
CENPT	 	19	0.00e+00	1.0000e+00	9.6524e+00	0
MYO1D	 	651	0.00e+00	1.0000e+00	9.6377e+00	0
IPO11	 	652	0.00e+00	1.0000e+00	9.6231e+00	0
ALDH1L2	 	666	0.00e+00	1.0000e+00	9.6085e+00	0
PPP4R3A	 	682	0.00e+00	1.0000e+00	9.5939e+00	0
CTDSPL	 	23	0.00e+00	1.0000e+00	9.5794e+00	0
NAGA	 	23	0.00e+00	1.0000e+00	9.5650e+00	0
C16orf62	 	704	0.00e+00	1.0000e+00	9.5505e+00	0
COL5A2	 	712	0.00e+00	1.0000e+00	9.5361e+00	0
MYO16	 	712	0.00e+00	1.0000e+00	9.5218e+00	0
LAMB1	 	718	0.00e+00	1.0000e+00	9.5075e+00	0
TTLL5	 	759	0.00e+00	1.0000e+00	9.4933e+00	0
DAAM1	 	763	0.00e+00	1.0000e+00	9.4790e+00	0
CCDC158	 	770	0.00e+00	1.0000e+00	9.4649e+00	0
TTC28	 	789	0.00e+00	1.0000e+00	9.4507e+00	0
MADD	 	791	0.00e+00	1.0000e+00	9.4367e+00	0
SLC4A10	 	804	0.00e+00	1.0000e+00	9.4226e+00	0
DROSHA	 	827	0.00e+00	1.0000e+00	9.4086e+00	0
ZFPM2	 	840	0.00e+00	1.0000e+00	9.3947e+00	0
KIF27	 	846	0.00e+00	1.0000e+00	9.3807e+00	0
ERBB2IP	 	872	0.00e+00	1.0000e+00	9.3669e+00	0
TXNDC17	 	36	0.00e+00	1.0000e+00	9.3530e+00	0
MAP3K1	 	884	0.00e+00	1.0000e+00	9.3392e+00	0
ZNFX1	 	896	0.00e+00	1.0000e+00	9.3255e+00	0
DHX29	 	908	0.00e+00	1.0000e+00	9.3118e+00	0
HIVEP2	 	909	0.00e+00	1.0000e+00	9.2981e+00	0
GPATCH8	 	915	0.00e+00	1.0000e+00	9.2845e+00	0
WAPL	 	923	0.00e+00	1.0000e+00	9.2709e+00	0
PTPRZ1	 	934	0.00e+00	1.0000e+00	9.2573e+00	0
FOCAD	 	954	0.00e+00	1.0000e+00	9.2438e+00	0
KIAA1033	 	982	0.00e+00	1.0000e+00	9.2303e+00	0
RSPO4	 	46	0.00e+00	1.0000e+00	9.2169e+00	0
CIT	 	1144	0.00e+00	1.0000e+00	9.2035e+00	0
NUP155	 	1169	0.00e+00	1.0000e+00	9.1901e+00	0
GLTPD2	 	68	0.00e+00	1.0000e+00	9.1768e+00	0
LSMEM1	 	71	0.00e+00	1.0000e+00	9.1635e+00	0
SCN9A	 	1251	0.00e+00	1.0000e+00	9.1503e+00	0
DOCK7	 	1256	0.00e+00	1.0000e+00	9.1371e+00	0
WDR93	 	74	0.00e+00	1.0000e+00	9.1239e+00	0
ECT2L	 	79	0.00e+00	1.0000e+00	9.1108e+00	0
NT5DC3	 	84	0.00e+00	1.0000e+00	9.0977e+00	0
MRPS16	 	85	0.00e+00	1.0000e+00	9.0846e+00	0
GPT2	 	87	0.00e+00	1.0000e+00	9.0716e+00	0
NMNAT1	 	87	0.00e+00	1.0000e+00	9.0587e+00	0
ANKRD22	 	90	0.00e+00	1.0000e+00	9.0457e+00	0
SPG11	 	1411	0.00e+00	1.0000e+00	9.0328e+00	0
FOPNL	 	95	0.00e+00	1.0000e+00	9.0199e+00	0
EIF1	 	99	0.00e+00	1.0000e+00	9.0071e+00	0
GNL3L	 	101	0.00e+00	1.0000e+00	8.9943e+00	0
LHX8	 	109	0.00e+00	1.0000e+00	8.9816e+00	0
ZFHX4	 	1570	0.00e+00	1.0000e+00	8.9688e+00	0
MIS12	 	118	0.00e+00	1.0000e+00	8.9562e+00	0
SLC41A2	 	118	0.00e+00	1.0000e+00	8.9435e+00	0
SLCO2B1	 	120	0.00e+00	1.0000e+00	8.9309e+00	0
CPOX	 	122	0.00e+00	1.0000e+00	8.9183e+00	0
TNFAIP1	 	122	0.00e+00	1.0000e+00	8.9058e+00	0
PLA2G12A	 	122	0.00e+00	1.0000e+00	8.8933e+00	0
SDR16C5	 	122	0.00e+00	1.0000e+00	8.8808e+00	0
TMEM17	 	122	0.00e+00	1.0000e+00	8.8683e+00	0
PLPP4	 	124	0.00e+00	1.0000e+00	8.8559e+00	0
GDPD1	 	125	0.00e+00	1.0000e+00	8.8436e+00	0
TTC23	 	126	0.00e+00	1.0000e+00	8.8312e+00	0
ZNF24	 	127	0.00e+00	1.0000e+00	8.8189e+00	0
ENTHD2	 	130	0.00e+00	1.0000e+00	8.8067e+00	0
SKAP1	 	130	0.00e+00	1.0000e+00	8.7944e+00	0
RALB	 	131	0.00e+00	1.0000e+00	8.7822e+00	0
SPATA18	 	137	0.00e+00	1.0000e+00	8.7701e+00	0
URB1	 	137	0.00e+00	1.0000e+00	8.7580e+00	0
TMCO1	 	137	0.00e+00	1.0000e+00	8.7459e+00	0
PRDX3	 	144	0.00e+00	1.0000e+00	8.7338e+00	0
ISOC1	 	146	0.00e+00	1.0000e+00	8.7218e+00	0
NIPAL3	 	146	0.00e+00	1.0000e+00	8.7098e+00	0
NOP9	 	148	0.00e+00	1.0000e+00	8.6978e+00	0
DERA	 	152	0.00e+00	1.0000e+00	8.6859e+00	0
ITGAL	 	152	0.00e+00	1.0000e+00	8.6740e+00	0
IL6ST	 	157	0.00e+00	1.0000e+00	8.6621e+00	0
NYAP1	 	157	0.00e+00	1.0000e+00	8.6503e+00	0
ZDHHC7	 	159	0.00e+00	1.0000e+00	8.6385e+00	0
EOGT	 	161	0.00e+00	1.0000e+00	8.6267e+00	0
LAMP2	 	167	0.00e+00	1.0000e+00	8.6150e+00	0
P3H1	 	168	0.00e+00	1.0000e+00	8.6033e+00	0
AHSA1	 	171	0.00e+00	1.0000e+00	8.5916e+00	0
ZDHHC4	 	178	0.00e+00	1.0000e+00	8.5799e+00	0
STK16	 	181	0.00e+00	1.0000e+00	8.5683e+00	0
TECPR2	 	183	0.00e+00	1.0000e+00	8.5568e+00	0
